# index, name, Curso, Grupo, Sexo, prosocial, crttotal, _pos
483,1442,3,D,Male,0.666666666666667,3,"array([ 5.94317896, -1.19987259])"
484,1432,3,C,Male,1.0,1,"array([ 6.04273872, -1.13802405])"
485,1433,3,C,Male,0.666666666666667,2,"array([ 6.05937861, -1.18314088])"
486,1441,3,D,Female,1.0,3,"array([ 5.91309818, -1.12112164])"
487,1435,3,C,Male,0.666666666666667,2,"array([ 6.1146784 , -1.20420217])"
488,1444,3,D,Male,0.0,3,"array([ 5.99332989, -1.19513855])"
489,1440,3,D,Female,0.666666666666667,3,"array([ 5.92186609, -1.15983076])"
490,1450,3,D,Female,1.0,0,"array([ 5.91933309, -1.21647337])"
491,1452,3,D,Male,0.666666666666667,2,"array([ 5.93946723, -1.18222801])"
492,1447,3,D,Male,1.0,3,"array([ 6.00513376, -1.1736934 ])"
493,1456,3,D,Male,1.0,3,"array([ 6.00602772, -1.14094634])"
494,1451,3,D,Female,0.666666666666667,3,"array([ 5.90677761, -1.15000828])"
495,1448,3,D,Male,0.666666666666667,3,"array([ 5.98096379, -1.18074391])"
496,1457,3,D,Male,0.666666666666667,2,"array([ 6.01013461, -1.1935068 ])"
497,1458,3,D,Female,1.0,2,"array([ 5.96177469, -1.18812489])"
498,1463,3,D,Male,0.666666666666667,2,"array([ 5.99556273, -1.12736208])"
499,1460,3,D,Female,0.666666666666667,3,"array([ 5.98636744, -1.11418771])"
500,1437,3,D,Male,1.0,3,"array([ 5.95712784, -1.13034764])"
501,1466,3,D,Female,0.666666666666667,3,"array([ 5.96999118, -1.14505325])"
502,1464,3,D,Female,1.0,3,"array([ 5.92591114, -1.13773257])"
503,1461,3,D,Female,0.666666666666667,0,"array([ 5.92241716, -1.17951388])"
504,1462,3,D,Male,1.0,3,"array([ 5.9627292 , -1.20733788])"
505,1489,3,E,Male,1.0,2,"array([ 5.97108672, -0.94965692])"
506,1494,3,E,Female,0.333333333333333,3,"array([ 5.89091782, -1.12950111])"
507,1469,3,E,Female,0.666666666666667,3,"array([ 5.93233421, -1.05883457])"
508,1468,3,E,Female,0.666666666666667,3,"array([ 5.93259288, -1.01134161])"
509,1497,3,E,Female,0.666666666666667,3,"array([ 5.9384925 , -1.11730847])"
510,1496,3,E,Male,0.666666666666667,3,"array([ 6.02707712, -0.97359415])"
511,1490,3,E,Male,1.0,3,"array([ 6.00785182, -1.05676447])"
512,1470,3,E,Female,0.0,3,"array([ 5.95675659, -1.08345877])"
513,1472,3,E,Female,0.666666666666667,3,"array([ 5.91603683, -0.9843768 ])"
514,1491,3,E,Female,0.666666666666667,1,"array([ 5.93843016, -0.9841581 ])"
515,1493,3,E,Male,1.0,2,"array([ 5.98819408, -1.01597487])"
516,1486,3,E,Male,0.666666666666667,3,"array([ 6.00472922, -1.00972545])"
517,1485,3,E,Male,0.666666666666667,3,"array([ 5.97258594, -1.03545439])"
518,1482,3,E,Male,0.666666666666667,2,"array([ 5.96605778, -0.99208912])"
519,1477,3,E,Male,0.666666666666667,3,"array([ 5.95206705, -1.03440187])"
520,1483,3,E,Female,1.0,3,"array([ 5.90211779, -1.04165574])"
521,1476,3,E,Female,0.333333333333333,3,"array([ 5.93315248, -1.03844179])"
522,1475,3,E,Female,1.0,3,"array([ 5.90505764, -1.0036919 ])"
523,1484,3,E,Male,1.0,3,"array([ 6.01239978, -1.03445435])"
524,1481,3,E,Male,1.0,3,"array([ 5.98770202, -0.99396109])"
525,1478,3,E,Male,1.0,3,"array([ 6.02256602, -0.99919366])"
526,1373,3,A,Female,0.666666666666667,1,"array([ 6.07992726, -1.01843595])"
527,1465,3,D,Female,0.333333333333333,3,"array([ 5.97987036, -1.20232659])"
528,1344,3,A,Male,1.0,2,"array([ 6.06795699, -1.09238054])"
529,1383,3,B,Male,0.666666666666667,2,"array([ 6.1212159 , -1.07443658])"
530,1379,3,B,Female,0.666666666666667,3,"array([ 6.01091988, -1.12404653])"
531,1400,3,B,Male,1.0,0,"array([ 6.14652354, -1.06379729])"
532,1391,3,B,Female,0.666666666666667,3,"array([ 5.88112271, -1.00417153])"
533,1422,3,C,Female,1.0,3,"array([ 6.02407182, -1.25687069])"
